id,country,year,Party,party,num_id,lhvote,lhseat,voterlr,pre_gov,post_gov,pmalt,prepmalt,partycountry,maj,pres,plu,majsurvey,nparty,wmedlrcvr,difmedlrcvr,remove_s,nelec,missing
FIN_2007,FIN,2007,KD,G,2460007,4.57,4.5,6.00254022,0,0,0,0,FIN KD,0,0,0,0,8,0,0.56363625,0,4,0
FIN_2007,FIN,2007,PS,H,2460004,4.05,2.5,5.80712424,0,0,0,0,FIN PS,0,0,0,0,8,0,0.759052231,0,4,0
FIN_2011,FIN,2011,KOK,A,2460003,20.4,22,8.136026381,0,1,1,0,FIN KOK,0,0,1,0,8,0,2.624722033,0,4,0
FIN_2011,FIN,2011,SDP,B,2460002,19.1,21,4.29280397,1,1,0,0,FIN SDP,0,0,0,0,8,0,1.218500378,0,4,0
FIN_2011,FIN,2011,PS,C,2460004,19.1,19.5,5.511304348,0,0,0,0,FIN PS,0,0,0,0,8,1,0,0,4,0
FIN_2011,FIN,2011,KESK,D,2460001,15.8,17.5,6.332510288,1,0,0,1,FIN KESK,0,0,0,0,8,0,0.82120594,0,4,0
FIN_2011,FIN,2011,Vas,E,2460006,8.1,7,1.888521883,0,1,0,0,FIN Vas,0,0,0,0,8,0,3.622782465,0,4,0
FIN_2011,FIN,2011,Green,F,2460005,7.3,5,4.863060017,1,1,0,0,FIN Green,0,0,0,0,8,0,0.648244331,0,4,0
FIN_2011,FIN,2011,RKP,G,2460008,4.3,4.5,6.852389078,1,1,0,0,FIN RKP,0,0,0,0,8,0,1.341084731,0,4,0
FIN_2011,FIN,2011,KD,H,2460007,4,3,6.02559727,0,1,0,0,FIN KD,0,0,0,0,8,0,0.514292922,0,4,0
FIN_2015,FIN,2015,KESK,A,2460001,21.1,24.5,6.446504993,0,1,1,0,FIN KESK,0,0,1,0,8,0,0.297196042,0,4,0
FIN_2015,FIN,2015,KOK,B,2460003,18.2,18.5,7.953024911,1,1,0,1,FIN KOK,0,0,0,0,8,0,1.80371596,0,4,0
FIN_2015,FIN,2015,PS,C,2460004,17.65,19,6.133576642,0,1,0,0,FIN PS,0,0,0,0,8,0.5,0.015732309,0,4,0
FIN_2015,FIN,2015,SDP,D,2460002,16.51,17,4.341690544,1,0,0,0,FIN SDP,0,0,0,0,8,0,1.807618407,0,4,0
FIN_2015,FIN,2015,Green,E,2460005,8.53,7.5,4.80952381,0,0,0,0,FIN Green,0,0,0,0,8,0,1.339785142,0,4,0
FIN_2015,FIN,2015,Vas,F,2460006,7.13,6,2.217857143,0,0,0,0,FIN Vas,0,0,0,0,8,0,3.931451808,0,4,0
FIN_2015,FIN,2015,RKP,G,2460008,4.88,4.5,6.798642534,1,0,0,0,FIN RKP,0,0,0,0,8,0,0.649333583,0,4,0
FIN_2015,FIN,2015,KD,H,2460007,3.54,2.5,6.16504126,1,0,0,0,FIN KD,0,0,0,0,8,0.5,0.015732309,0,4,0
FRA_2002,FRA,2002,Rep,A,2500008,NA,NA,6.663736264,0,1,0,0,FRA Rep,NA,0,NA,0,9,NA,NA,1,4,1
FRA_2002,FRA,2002,FN,B,2500007,NA,NA,7.854233655,0,0,0,0,FRA FN,NA,0,NA,0,9,NA,NA,0,4,1
FRA_2002,FRA,2002,PS,C,2500002,NA,NA,3.609832636,1,0,0,1,FRA PS,NA,0,NA,0,9,NA,NA,0,4,1
FRA_2002,FRA,2002,UDF,D,2500003,NA,NA,6.369757174,0,1,0,0,FRA UDF,NA,0,NA,0,9,NA,NA,0,4,1
FRA_2002,FRA,2002,LO,E,2500009,NA,NA,2.297239915,0,0,0,0,FRA LO,NA,0,NA,0,9,NA,NA,0,4,1
FRA_2002,FRA,2002,MDC,F,2500012,NA,NA,4.615782665,1,0,0,0,FRA MDC,NA,0,NA,0,9,NA,NA,0,4,1
FRA_2002,FRA,2002,Green,G,2500005,NA,NA,3.586426299,1,0,0,0,FRA Green,NA,0,NA,0,9,NA,NA,0,4,1
FRA_2002,FRA,2002,DL,H,2500013,NA,NA,5.884708738,0,0,0,0,FRA DL,NA,0,NA,0,9,NA,NA,0,4,1
FRA_2002,FRA,2002,PCF,I,2500004,NA,NA,2.420274551,1,0,0,0,FRA PCF,NA,0,NA,0,9,NA,NA,0,4,1
FRA_2007,FRA,2007,Rep,A,2500001,39.54,54.2,7.988792664,1,1,1,1,FRA Rep,1,0,1,1,7,1,0,0,4,0
FRA_2007,FRA,2007,PS,B,2500002,24.73,32.2,3.542321338,0,1,0,0,FRA PS,0,0,0,1,7,0,4.446471326,0,4,0
FRA_2007,FRA,2007,MD,C,2500003,7.61,0.5,5.838189386,1,0,0,0,FRA MD,0,0,0,1,7,0,2.150603278,0,4,0
FRA_2007,FRA,2007,FN,D,2500007,4.29,0,8.136082474,0,0,0,0,FRA FN,0,0,0,1,7,0,0.14728981,0,4,0
FRA_2007,FRA,2007,PCF,E,2500004,4.29,2.6,1.813941568,0,0,0,0,FRA PCF,0,0,0,1,7,0,6.174851096,0,4,0
FRA_2007,FRA,2007,Green,F,2500005,3.25,0.7,3.429164504,0,0,0,0,FRA Green,0,0,0,1,7,0,4.55962816,0,4,0
FRA_2007,FRA,2007,LCF,G,2500014,2.03,0,1.142396561,0,0,0,0,FRA LCF,0,0,0,1,7,0,6.846396103,0,4,0
FRA_2012,FRA,2012,PS,A,2500002,NA,NA,3.292008197,0,1,1,0,FRA PS,NA,0,NA,0,6,NA,NA,0,4,1
FRA_2012,FRA,2012,Rep,B,2500001,NA,NA,7.765374677,1,0,0,1,FRA Rep,NA,0,NA,0,6,NA,NA,0,4,1
FRA_2012,FRA,2012,FN,C,2500007,NA,NA,8.700828157,0,0,0,0,FRA FN,NA,0,NA,0,6,NA,NA,0,4,1
FRA_2012,FRA,2012,PCF,D,2500006,NA,NA,1.446596859,0,0,0,0,FRA PCF,NA,0,NA,0,6,NA,NA,0,4,1
FRA_2012,FRA,2012,MD,E,2500003,NA,NA,5.181364393,0,0,0,0,FRA MD,NA,0,NA,0,6,NA,NA,0,4,1
FRA_2012,FRA,2012,Green,F,2500005,NA,NA,3.352235551,0,1,0,0,FRA Green,NA,0,NA,0,6,NA,NA,0,4,1
FRA_2017,FRA,2017,LaREM,A,250001,NA,NA,NA,0,1,0,0,FRA LaREM,NA,0,NA,0,6,NA,NA,0,4,1
FRA_2017,FRA,2017,FN,B,250002,NA,NA,NA,0,0,0,0,FRA FN,NA,0,NA,0,6,NA,NA,0,4,1
FRA_2017,FRA,2017,Rep,C,250003,NA,NA,7.094864048,0,1,1,0,FRA Rep,NA,0,NA,0,6,NA,NA,0,4,1
FRA_2017,FRA,2017,FI,D,250004,NA,NA,NA,0,0,0,0,FRA FI,NA,0,NA,0,6,NA,NA,0,4,1
FRA_2017,FRA,2017,PS,E,250005,NA,NA,3.852293032,1,1,0,1,FRA PS,NA,0,NA,0,6,NA,NA,0,4,1
FRA_2017,FRA,2017,Green,G,250014,NA,NA,NA,NA,NA,0,0,FRA Green,NA,0,NA,0,6,NA,NA,0,4,1
GBR_1997,GBR,1997,Lab,A,8260002,44.33,65.21,3.965560689,0,1,1,0,GBR Lab,1,0,1,1,5,1,0,0,3,0
GBR_1997,GBR,1997,Con,B,8260001,31.45,25.74,7.172977625,1,0,0,1,GBR Con,0,0,0,1,5,0,3.207416936,0,3,0
GBR_1997,GBR,1997,LD,C,8260003,17.19,7.18,4.713511071,0,0,0,0,GBR LD,0,0,0,1,5,0,0.747950382,0,3,0
GBR_1997,GBR,1997,SNP,D,8260004,2.04,0.94,4.469111969,0,0,0,0,GBR SNP,0,0,0,1,5,0,0.50355128,0,3,0
GBR_1997,GBR,1997,PC,E,8260006,0.53,0.31,4.525,NA,NA,0,0,GBR PC,0,0,0,1,5,0,0.559439311,0,3,1
GBR_2005,GBR,2005,Lab,A,8260002,36.14,56.52,4.646964856,1,1,1,1,GBR Lab,1,0,1,1,5,1,0,0,3,0
GBR_2005,GBR,2005,Con,B,8260001,33.23,31.52,6.705882353,0,0,0,0,GBR Con,0,0,0,1,5,0,2.058917497,0,3,0
GBR_2005,GBR,2005,LD,C,8260003,22.65,9.87,4.399299475,0,0,0,0,GBR LD,0,0,0,1,5,0,0.247665382,0,3,0
GBR_2005,GBR,2005,SNP,D,8260004,1.56,0.95,4.157894737,0,0,0,0,GBR SNP,0,0,0,1,5,0,0.489070119,0,3,0
GBR_2005,GBR,2005,PC,E,8260006,0.66,0.48,3.764705882,0,0,0,0,GBR PC,0,0,0,1,5,0,0.882258974,0,3,0
GBR_2015,GBR,2015,Con,A,8260001,37.78,52.37,7.46257485,1,1,1,1,GBR Con,1,0,1,1,7,1,0,0,3,0
GBR_2015,GBR,2015,Lab,B,8260002,31.18,36.71,3.452773613,0,0,0,0,GBR Lab,0,0,0,1,7,0,4.009801237,0,3,0
GBR_2015,GBR,2015,UKIP,C,8260007,12.88,0.16,6.737168142,0,0,0,0,GBR UKIP,0,0,0,1,7,0,0.725406709,0,3,0
GBR_2015,GBR,2015,LD,D,8260003,8.06,1.27,4.790453074,1,0,0,0,GBR LD,0,0,0,1,7,0,2.672121776,0,3,0
GBR_2015,GBR,2015,SNP,E,8260004,4.85,8.86,4.452380952,0,0,0,0,GBR SNP,0,0,0,1,7,0,3.010193898,0,3,0
GBR_2015,GBR,2015,Green,F,8260005,3.84,0.16,4.181234964,0,0,0,0,GBR Green,0,0,0,1,7,0,3.281339886,0,3,0
GBR_2015,GBR,2015,PC,G,8260006,NA,NA,3.2,0,0,0,0,GBR PC,NA,0,NA,1,7,0,4.26257485,0,3,1
GRC_2009,GRC,2009,PASOK,A,3000001,43.92,53.33,5.274226804,0,1,1,0,GRC PASOK,1,0,1,1,6,1,0,0,4,0
GRC_2009,GRC,2009,ND,B,3000002,33.48,30.33,7.790890269,1,0,0,1,GRC ND,0,0,0,1,6,0,2.516663465,0,4,0
GRC_2009,GRC,2009,KKE,C,3000004,7.54,7,1.99475341,0,0,0,0,GRC KKE,0,0,0,1,6,0,3.279473394,0,4,0
GRC_2009,GRC,2009,LAOS,D,3000019,5.63,5,8.497894737,0,0,0,0,GRC LAOS,0,0,0,1,6,0,3.223667933,0,4,0
GRC_2009,GRC,2009,SYRIZA,E,3000003,4.6,4.33,3.247588424,0,0,0,0,GRC SYRIZA,0,0,0,1,6,0,2.02663838,0,4,0
GRC_2009,GRC,2009,Green,F,3000005,2.53,0,4.366543665,0,0,0,0,GRC Green,0,0,0,1,6,0,0.907683139,0,4,0
GRC_2012,GRC,2012,ND,A,3000002,29.66,43,7.595517609,0,1,1,0,GRC ND,0,0,1,0,7,0,0.552599154,0,4,0
GRC_2012,GRC,2012,SYRIZA,B,3000003,26.89,23.67,2.880773362,0,0,0,0,GRC SYRIZA,0,0,0,0,7,0,4.162145093,0,4,0
GRC_2012,GRC,2012,PASOK,C,3000001,12.28,11,6.111351351,0,1,0,0,GRC PASOK,0,0,0,0,7,0,0.931567104,0,4,0
GRC_2012,GRC,2012,ANEL,D,3000007,7.51,6.67,7.042918455,0,0,0,0,GRC ANEL,0,0,0,0,7,1,0,0,4,0
GRC_2012,GRC,2012,LS_XA,E,3000006,6.92,6,9.352260778,0,0,0,0,GRC LS_XA,0,0,0,0,7,0,2.309342323,0,4,0
GRC_2012,GRC,2012,DIMAR,F,3000012,6.25,5.67,4.087420043,0,1,0,0,GRC DIMAR,0,0,0,0,7,0,2.955498412,0,4,0
GRC_2012,GRC,2012,KKE,G,3000004,4.5,4,1.125,0,0,0,0,GRC KKE,0,0,0,0,7,0,5.917918455,0,4,0
GRC_2015a,GRC,2015,SYRIZA,A,3000003,36.34,49.67,3.044885177,0,1,1,0,GRC SYRIZA,0,0,1,0,7,1,0,0,4,0
GRC_2015a,GRC,2015,ND,B,3000002,27.81,25.33,8.028571429,1,0,0,1,GRC ND,0,0,0,0,7,0,4.983686251,0,4,0
GRC_2015a,GRC,2015,LS_XA,C,3000006,6.28,5.67,9.373801917,0,0,0,0,GRC LS_XA,0,0,0,0,7,0,6.328916739,0,4,0
GRC_2015a,GRC,2015,Potami,D,3000013,6.05,5.67,6.369312169,0,0,0,0,GRC Potami,0,0,0,0,7,0,3.324426992,0,4,0
GRC_2015a,GRC,2015,KKE,E,3000004,5.47,5,1.113804004,0,0,0,0,GRC KKE,0,0,0,0,7,0,1.931081173,0,4,0
GRC_2015a,GRC,2015,ANEL,F,3000007,4.75,4.33,7.450317125,0,1,0,0,GRC ANEL,0,0,0,0,7,0,4.405431947,0,4,0
GRC_2015a,GRC,2015,PASOK,G,3000001,4.68,4.33,6.271293375,1,0,0,0,GRC PASOK,0,0,0,0,7,0,3.226408198,0,4,0
GRC_2015b,GRC,2015,SYRIZA,A,300001,35.45,48.33,4.510330579,1,1,1,1,GRC SYRIZA,0,0,1,0,8,1,0,0,4,0
GRC_2015b,GRC,2015,ND,B,300002,28.08,25,7.851546392,0,0,0,0,GRC ND,0,0,0,0,8,0,3.341215813,0,4,0
GRC_2015b,GRC,2015,LS_XA,C,300003,6.99,6,9.356744705,0,0,0,0,GRC LS_XA,0,0,0,0,8,0,4.846414126,0,4,0
GRC_2015b,GRC,2015,PASOK,D,300004,6.29,5.67,5.987473904,0,0,0,0,GRC PASOK,0,0,0,0,8,0,1.477143325,0,4,0
GRC_2015b,GRC,2015,KKE,E,300005,5.55,5,1.453319502,0,0,0,0,GRC KKE,0,0,0,0,8,0,3.057011076,0,4,0
GRC_2015b,GRC,2015,Potami,F,300006,4.09,3.67,6.395592865,0,0,0,0,GRC Potami,0,0,0,0,8,0,1.885262286,0,4,0
GRC_2015b,GRC,2015,ANEL,G,300007,3.69,3.33,7.843450479,1,1,0,0,GRC ANEL,0,0,0,0,8,0,3.333119901,0,4,0
GRC_2015b,GRC,2015,EK,H,300008,3.47,3,5.824945295,0,0,0,0,GRC EK,0,0,0,0,8,0,1.314614717,0,4,0
HKG_1998,HKG,1998,DP,A,3440003,42.6,21.6,6.009459459,NA,NA,NA,NA,HKG DP,0,1,1,0,6,0.2,0.576036319,0,6,1
HKG_1998,HKG,1998,DAB,B,3440001,25,16.6,4.072378139,NA,NA,NA,NA,HKG DAB,0,1,0,0,6,0,1.361045002,0,6,1
HKG_1998,HKG,1998,TF,C,3440019,9.9,6.6,5.65266559,NA,NA,NA,NA,HKG TF,0,1,0,0,6,0.2,0.219242449,0,6,1
HKG_1998,HKG,1998,ADPL,D,3440015,3.9,8.3,5.112627986,NA,NA,NA,NA,HKG ADPL,0,1,0,0,6,0.2,0.320795154,0,6,1
HKG_1998,HKG,1998,LP,E,3440009,3.3,16.6,5.106280193,NA,NA,NA,NA,HKG LP,0,1,0,0,6,0.2,0.327142947,0,6,1
HKG_1998,HKG,1998,CP,F,3440032,2.7,1.6,5.286082474,NA,NA,NA,NA,HKG CP,0,1,0,0,6,0.2,0.147340666,0,6,1
HKG_2000,HKG,2000,DP,A,3440003,35,41.6,6.532467532,NA,NA,NA,NA,HKG DP,0,1,1,0,6,0.5,0.31446906,0,6,1
HKG_2000,HKG,2000,DAB,B,3440001,29.6,33.3,4.19205298,NA,NA,NA,NA,HKG DAB,0,1,0,0,6,0,2.025945492,0,6,1
HKG_2000,HKG,2000,TF,C,3440019,10.7,12.5,5.903529412,NA,NA,NA,NA,HKG TF,0,1,0,0,6,0.5,0.31446906,0,6,1
HKG_2000,HKG,2000,ADPL,D,3440015,4.7,4.1,5.321808511,NA,NA,NA,NA,HKG ADPL,0,1,0,0,6,0,0.896189961,0,6,1
HKG_2000,HKG,2000,LP,E,3440009,1.8,0,4.794416244,NA,NA,NA,NA,HKG LP,0,1,0,0,6,0,1.423582228,0,6,1
HKG_2000,HKG,2000,CP,F,3440032,NA,NA,5.136792453,NA,NA,NA,NA,HKG CP,NA,1,NA,0,6,0,1.081206019,0,6,1
HKG_2004,HKG,2004,DP,A,3440003,30.6,30,6.928730512,0,0,NA,NA,HKG DP,0,1,1,0,4,0.25,1.793850719,0,6,0
HKG_2004,HKG,2004,DAB,B,3440001,25.7,30,3.367758186,1,1,NA,NA,HKG DAB,0,1,1,0,4,0.25,1.767121607,0,6,0
HKG_2004,HKG,2004,LP,C,3440009,6.7,6.67,4.704156479,1,1,NA,NA,HKG LP,0,1,0,0,4,0.25,0.430723314,0,6,0
HKG_2004,HKG,2004,ADPL,D,3440015,4.2,3.33,5.538873995,0,0,NA,NA,HKG ADPL,0,1,0,0,4,0.25,0.403994202,0,6,0
HKG_2008,HKG,2008,DAB,A,3440001,22.8,23.3,2.975530179,1,1,NA,NA,HKG DAB,0,1,1,0,7,0,2.85669544,0,6,0
HKG_2008,HKG,2008,DP,B,3440003,20.5,23.3,6.337704918,0,0,NA,NA,HKG DP,0,1,1,0,7,0,0.505479298,0,6,0
HKG_2008,HKG,2008,CP,C,3440002,13.6,13.3,5.910909091,0,0,NA,NA,HKG CP,0,1,0,0,7,0.25,0.078683471,0,6,0
HKG_2008,HKG,2008,LSD,D,3440007,10.1,10,6.177693762,0,0,NA,NA,HKG LSD,0,1,0,0,7,0.25,0.345468142,0,6,0
HKG_2008,HKG,2008,LP,F,3440009,4.3,0,4.654576857,1,0,NA,NA,HKG LP,0,1,0,0,7,0,1.177648763,0,6,0
HKG_2008,HKG,2008,ADPL,G,3440015,2.8,3.3,5.260299625,0,0,NA,NA,HKG ADPL,0,1,0,0,7,0.25,0.571925994,0,6,0
HKG_2008,HKG,2008,Frontier,H,3440019,2.2,3.3,5.98,0,0,NA,NA,HKG Frontier,0,1,0,0,7,0.25,0.14777438,0,6,0
HKG_2012,HKG,2012,DAB,A,3440001,20.22,25.71,2.509015257,1,1,NA,NA,HKG DAB,0,1,1,0,8,0,2.489720961,0,6,0
HKG_2012,HKG,2012,CP,B,3440002,14.08,14.29,6.20508982,0,0,NA,NA,HKG CP,0,1,0,0,8,0,1.206353603,0,6,0
HKG_2012,HKG,2012,DP,C,3440003,13.65,11.43,5.879089616,0,0,NA,NA,HKG DP,0,1,0,0,8,0,0.880353399,0,6,0
HKG_2012,HKG,2012,PP,D,3440004,9.73,8.57,6.407185629,0,0,NA,NA,HKG PP,0,1,0,0,8,0,1.408449412,0,6,0
HKG_2012,HKG,2012,FTU,E,3440005,7.06,8.57,3.322254335,1,1,NA,NA,HKG FTU,0,1,0,0,8,0,1.676481882,0,6,0
HKG_2012,HKG,2012,Lab,F,3440006,6.19,8.57,5.578783151,0,0,NA,NA,HKG Lab,0,1,0,0,8,0.333333333,0.580046934,0,6,0
HKG_2012,HKG,2012,NPP,H,3440008,3.76,5.71,4.665579119,0,1,NA,NA,HKG NPP,0,1,0,0,8,0.333333333,0.333157098,0,6,0
HKG_2012,HKG,2012,LP,I,3440009,2.69,2.86,4.751846381,0,0,NA,NA,HKG LP,0,1,0,0,8,0.333333333,0.246889836,0,6,0
HKG_2016,HKG,2016,DAB,A,344001,16.68,20,2.433641975,1,1,NA,NA,HKG DAB,0,1,1,0,6,0,1.862597347,0,6,0
HKG_2016,HKG,2016,CP,B,344002,9.59,14.29,6.2816,0,0,NA,NA,HKG CP,0,1,0,0,6,0.333333333,1.985360678,0,6,0
HKG_2016,HKG,2016,DP,C,344003,9.22,14.29,6.360374415,0,0,NA,NA,HKG DP,0,1,0,0,6,0,2.064135093,0,6,0
HKG_2016,HKG,2016,FTU,D,344004,7.83,8.57,2.763523957,1,1,NA,NA,HKG FTU,0,1,0,0,6,0.333333333,1.532715366,0,6,0
HKG_2016,HKG,2016,NPP,E,344005,7.73,8.57,3.84359401,1,0,NA,NA,HKG NPP,0,1,0,0,6,0.333333333,0.452645312,0,6,0
HKG_2016,HKG,2016,AHKG,I,344015,3.75,5.71,6.490196078,0,0,NA,NA,HKG AHKG,0,1,0,0,6,0,2.193956756,0,6,0
HRV_2007,HRV,2007,HDZ,A,1910001,34.91,43.14,7.614117647,1,1,1,1,HRV HDZ,0,0,1,0,9,0,1.913076989,0,1,0
HRV_2007,HRV,2007,SDP,B,1910002,32.5,36.6,2.03276699,0,0,0,0,HRV SDP,0,0,0,0,9,0,3.668273668,0,1,0
HRV_2007,HRV,2007,HNS,C,1910003,7.05,4.58,3.980124224,0,0,0,0,HRV HNS,0,0,0,0,9,0,1.720916435,0,1,0
HRV_2007,HRV,2007,HSS,D,1910007,6.77,3.92,5.357933579,0,1,0,0,HRV HSS,0,0,0,0,9,0.333333333,0.343107079,0,1,0
HRV_2007,HRV,2007,HSU,E,1910006,4.23,0.65,5.025503356,0,0,0,0,HRV HSU,0,0,0,0,9,0.333333333,0.675537302,0,1,0
HRV_2007,HRV,2007,HSP,F,1910010,3.47,0.65,7.744471744,0,0,0,0,HRV HSP,0,0,0,0,9,0,2.043431086,0,1,0
HRV_2007,HRV,2007,HSLS,G,1910008,6.77,1.31,4.885821832,0,1,0,0,HRV HSLS,0,0,0,0,9,0,0.815218826,0,1,0
HRV_2007,HRV,2007,HDSSB,H,1910009,1.86,1.9,6.719685039,0,0,0,0,HRV HDSSB,0,0,0,0,9,0.333333333,1.018644381,0,1,0
HRV_2007,HRV,2007,IDS,I,1910011,1.6,1.96,3.452554745,0,0,0,0,HRV IDS,0,0,0,0,9,0,2.248485914,0,1,0
HUN_1998,HUN,1998,MSZP,A,3480001,29,34.7,2.93059126,1,0,0,1,HUN MSZP,0,0,0,0,6,0,3.545433152,0,3,0
HUN_1998,HUN,1998,Fidesz,B,3480002,25.7,38.3,6.476024412,0,1,1,0,HUN Fidesz,0,0,1,0,6,1,0,0,3,0
HUN_1998,HUN,1998,FKgP,C,3480013,12.1,12.4,7.128919861,0,1,0,0,HUN FKgP,0,0,0,0,6,0,0.652895449,0,3,0
HUN_1998,HUN,1998,SZDSZ,D,3480008,7.3,6.2,3.987686895,1,0,0,0,HUN SZDSZ,0,0,0,0,6,0,2.488337516,0,3,0
HUN_1998,HUN,1998,MIEP,E,3480004,5.1,3.6,7.912603496,0,0,0,0,HUN MIEP,0,0,0,0,6,0,1.436579084,0,3,0
HUN_1998,HUN,1998,MDF,G,3480007,NA,NA,6.221715328,0,1,0,0,HUN MDF,NA,0,NA,0,6,0,0.254309083,1,3,1
HUN_2002,HUN,2002,MSZP,A,3480001,42.05,46.1,1.874649205,0,1,0,0,HUN MSZP,0,0,1,0,6,0,0.996534001,0,3,0
HUN_2002,HUN,2002,Fidesz,B,3480002,41.07,42.5,8.095103578,1,0,0,1,HUN Fidesz,0,0,0,0,6,0,5.223920372,0,3,0
HUN_2002,HUN,2002,SZDSZ,C,3480008,5.57,5.2,2.871183206,0,1,0,0,HUN SZDSZ,0,0,0,0,6,1,0,0,3,0
HUN_2002,HUN,2002,MIEP,D,3480004,4.37,0,7.871896723,0,0,0,0,HUN MIEP,0,0,0,0,6,0,5.000713517,0,3,0
HUN_2002,HUN,2002,CP,E,3480033,3.9,0,4.161979753,0,0,0,0,HUN CP,0,0,0,0,6,0,1.290796546,0,3,0
HUN_2002,HUN,2002,MDF,F,3480007,41.07,6.2,7.682170543,1,0,0,0,HUN MDF,0,0,0,0,6,0,4.810987337,0,3,0
HUN_2018,HUN,2018,Fidesz,A,348001,49.27,66.83,8.053271028,1,1,1,1,HUN Fidesz,1,0,1,1,5,1,0,0,3,0
HUN_2018,HUN,2018,Jobbik,B,348002,19.06,13.07,7.359539789,0,0,0,0,HUN Jobbik,0,0,0,1,5,0,0.693731239,0,3,0
HUN_2018,HUN,2018,MSZP,C,348003,11.91,10.05,1.482431149,0,0,0,0,HUN MSZP,0,0,0,1,5,0,6.570839879,0,3,0
HUN_2018,HUN,2018,LMP,D,348004,7.06,4.02,3.575176589,0,0,0,0,HUN LMP,0,0,0,1,5,0,4.478094439,0,3,0
HUN_2018,HUN,2018,DK,E,348005,5.38,4.52,1.816942551,0,0,0,0,HUN DK,0,0,0,1,5,0,6.236328477,0,3,0
IRL_2002,IRL,2002,FF,A,3720001,41.5,48.8,6.441486412,1,1,1,1,IRL FF,0,0,1,0,6,0.5,0.064401023,0,4,0
IRL_2002,IRL,2002,FG,B,3720002,22.5,18.67,6.064257028,0,0,0,0,IRL FG,0,0,0,0,6,0,0.312828361,0,4,0
IRL_2002,IRL,2002,Lab,C,3720003,10.7,12.05,3.61,0,0,0,0,IRL Lab,0,0,0,0,6,0,2.767085389,0,4,0
IRL_2002,IRL,2002,SF,D,3720004,6.5,3.01,3.062292909,0,0,0,0,IRL SF,0,0,0,0,6,0,3.314792479,0,4,0
IRL_2002,IRL,2002,PD,E,3720006,4,4.82,6.312684366,1,1,0,0,IRL PD,0,0,0,0,6,0.5,0.064401023,0,4,0
IRL_2002,IRL,2002,Green,F,3720005,3.8,3.61,4.363460297,0,0,0,0,IRL Green,0,0,0,0,6,0,2.013625092,0,4,0
IRL_2007,IRL,2007,FF,A,3720001,41.6,47,6.548240636,1,1,1,1,IRL FF,0,0,1,0,6,0.5,0.144403337,0,4,0
IRL_2007,IRL,2007,FG,B,3720002,27.3,30.7,6.259433962,0,0,0,0,IRL FG,0,0,0,0,6,0.5,0.144403337,0,4,0
IRL_2007,IRL,2007,Lab,C,3720003,10.1,12,4,0,0,0,0,IRL Lab,0,0,0,0,6,0,2.403837299,0,4,0
IRL_2007,IRL,2007,Green,D,3720005,4.7,3.6,4.524752475,0,1,0,0,IRL Green,0,0,0,0,6,0,1.879084824,0,4,0
IRL_2007,IRL,2007,SF,E,3720004,6.9,2.4,3.130154639,0,0,0,0,IRL SF,0,0,0,0,6,0,3.27368266,0,4,0
IRL_2007,IRL,2007,PD,F,3720006,2.7,1.2,6.565270936,1,1,0,0,IRL PD,0,0,0,0,6,0,0.161433637,0,4,0
IRL_2011,IRL,2011,FG,A,3720002,36.1,46.06,6.803496503,0,1,1,0,IRL FG,0,0,1,0,6,0.5,0.425924846,0,4,0
IRL_2011,IRL,2011,Lab,B,3720003,19.45,22.42,4.499297753,0,1,0,0,IRL Lab,0,0,0,0,6,0,1.878273905,0,4,0
IRL_2011,IRL,2011,FF,C,3720001,17.45,11.52,5.951646811,1,0,0,1,IRL FF,0,0,0,0,6,0.5,0.425924846,0,4,0
IRL_2011,IRL,2011,SF,D,3720004,9.94,8.48,2.81915654,0,0,0,0,IRL SF,0,0,0,0,6,0,3.558415117,0,4,0
IRL_2011,IRL,2011,ULA,E,3720009,2.68,3.03,NA,0,0,0,0,IRL ULA,0,0,0,0,6,NA,NA,0,4,1
IRL_2011,IRL,2011,Green,F,3720005,1.85,0,4.146735143,1,0,0,0,IRL Green,0,0,0,0,6,0,2.230836514,0,4,0
IRL_2016,IRL,2016,FG,A,372001,25.52,31.65,6.615886834,1,1,1,1,IRL FG,0,0,1,0,7,0,0.259289233,0,4,0
IRL_2016,IRL,2016,FF,B,372002,24.35,27.85,6.356597601,0,0,0,0,IRL FF,0,0,0,0,7,1,0,0,4,0
IRL_2016,IRL,2016,SF,C,372003,13.85,14.56,3.125966851,0,0,0,0,IRL SF,0,0,0,0,7,0,3.23063075,0,4,0
IRL_2016,IRL,2016,Lab,D,372004,6.61,4.43,4.340611354,1,0,0,0,IRL Lab,0,0,0,0,7,0,2.015986247,0,4,0
IRL_2016,IRL,2016,AAA_PBP,E,372005,3.95,3.8,2.455667789,0,0,0,0,IRL AAA_PBP,0,0,0,0,7,0,3.900929812,0,4,0
IRL_2016,IRL,2016,SD,F,372006,3.01,1.9,3.815880322,0,0,0,0,IRL SD,0,0,0,0,7,0,2.540717279,0,4,0
IRL_2016,IRL,2016,Green,G,372007,2.72,1.27,4.426651736,0,0,0,0,IRL Green,0,0,0,0,7,0,1.929945865,0,4,0
ISL_1999,ISL,1999,Ind,A,3520001,40.7,41.2,8.407434402,1,1,1,1,ISL Ind,0,0,1,0,5,0,2.701120159,0,7,0
ISL_1999,ISL,1999,SDA,B,3520002,26.7,26.9,3.647147147,0,0,0,0,ISL SDA,0,0,0,0,5,0,2.059167097,0,7,0
